title	creator	publisher	language	ncid	edition	publicationDate	note	subject
不動産の収益価格と投資分析	塚本勲著	清文社	jpn	BN07762670		1992.5		NDC8:673.9
經濟哲学 : 資本主義の限界の問題	武藤光朗著	夏目書店	jpn	BN07765963		1947		NDC7:331.1
商標と商標法	藤原龍治著	東洋経済新報社	jpn	BN07772903		1959.2	主要文献: p649-652	NDC6:507.26
國史教育原論	栗田元次著	同文書院	jpn	BN07800022		1927.5		NDC8:210
荒井龍男作品集	目黒区美術館編	美術出版社	jpn	BN07806608		1991.8	付(1枚):追想・荒井龍男	NDC8:723.1
建治三年記 . 永仁三年記 . 齋藤基恒日記 . 齋藤親基日記 . 親元日記(1)	[三善康有著] . [太田時連著] .  .  . [蜷川親元著]	臨川書店	jpn	BN07813749		1967.8	それぞれの複製	NDC6:210.08
近代の理論経済学	今西正雄著	峯書房	jpn	BN07827801		1955		
手塚治虫はどこにいる	夏目房之介著	筑摩書房	jpn	BN07834942		1992.6		NDC8:726.1
積雪下の麦類及び牧草病害の発生予測・診断技術の確立と生態的防除技術の開発	農林水産省農林水産技術会議事務局編	農林水産省農林水産技術会議事務局	jpn	BN07903921		1992.3		
フェレドキシン多重遺伝子族の発現制御とその生理的意義の研究	長谷俊治[ほか著]	[出版者不明]	jpneng	BN07948089		1992.3	課題番号:02660086	
露西亜文化と函館 = Русская культура и хакодате	岡田健蔵編	函館商業会議所	jpn	BN07955029		1926.5		
小柳俊郎詩集		宝文館出版	jpn	BN07969282		1978.7		NDC6:911.56
心身障害者の雇用の概況 : 企業における障害者雇用状況調査結果	 京都府労働経済研究所[編]	京都府労働経済研究所	jpn	BN07976222		1970.3		
航空機各部名称図	泉山隆三著	海文堂	jpn	BN07979515		1962		
處世應用菜根譚講話	加藤咄堂著	明誠館	jpn	BN07980070		1915.2	訂正9版(1927.2)の頁数: 6, 4, 30, 550p	
宗教哲学序論	波多野精一著	岩波書店	jpn	BN07983363	改版	1972	改版第1刷(第1刷:昭和15年)	NDC6:161.1
岐阜市史資料		片野記念館	jpn	BN07986656				
大鼻遺跡第5次調査	三重県埋蔵文化財センター[編]	三重県教育委員会	jpn	BN07989949		1991.1	一般国道1号亀山バイパス埋蔵文化財発掘調査	NDC8:210.2
職業病	東田敏夫著	創元社	jpn	BN07990303	第4版	1981.5	おもな参考書と雑誌: p329	NDC6:498.83
無産政黨行進譜	來間恭著	忠誠堂	jpn	BN07993797		1930.11		NDC8:315.1
記述中指導	間瀬泰男編著	新光閣書店	jpn	BN08017294		1979.5	監修: 倉沢栄吉	NDC6:375.8
誰がパロミノ・モレーロを殺したか	マリオ・バルガス=リョサ著 ; 鼓直訳	現代企画室	jpn	BN08024234		1992.8		NDC8:963
「瀬戸経済圏の現状分析と将来のヴイジョンー地場産業を中心にー」に関する昭和50年度地域研究経過報告書	名古屋学院大学産業科学研究所[編]	名古屋学院大学産業科学研究所	jpn	BN08027527		1976.9		NDC6:215.5
日本史學史	清原貞雄著	中文館	jpn	BN08031375		1928.5		NDC8:210.01
國鐵電氣局五十年のあゆみ		鉄道界評論社	jpn	BN08041608		1971.9		NDC6:686.15
目で見る憲法展	目で見る憲法展実行委員会編	仙台市	jpn	BN08048720		1977.5	展覧会カタログ	NDC6:323.2
理工学基礎課程の力学 : 基礎とコンピュータグラフィックス	田中洋介 [ほか] 著	東京教学社	jpn	BN08100354		1992.3	参考文献: p145-146	NDC8:423
古代・中世の信濃社会 : 塚本学先生退官記念論文集	塚本学先生退官記念論文集刊行会編著	銀河書房	jpn	BN08103647		1992.7	本書を読まれる皆さんへ(塚本学先生退官記念論集編集委員会), 論文解題(笹本正治), あとがき(笹本正治)	NDC8:215.2
なかよし3人組ひみつの魔女っ子でんわ	さとうまきこ作 ; 若菜等絵	ポプラ社	jpn	BN08110788		1986.10		
ポケット・中国旅行会話	輿水優著	三修社	jpn	BN08124840		1983.4	記述は、第3刷による	NDC8:827.8
ドリトル先生と秘密の湖	ヒュー・ロフティング作 ; 井伏鱒二訳	岩波書店	jpn	BN08183089	第24刷改版	1979.1		NDC8:909.8
連邦制における州・地方の役割 : アメリカ合衆国政府間関係諮問委員会レポート抄		自治総合センター	jpn	BN08190029		1988.3	モーターボート競争公益資金による(財)日本船舶振興会補助事業	
国際関係の中の日米関係 : 松本重治時論集	松本重治著	中央公論社	jpn	BN0819364X		1992.7	編集: 松本洋	NDC8:319.1053
数学通論 : 社会科学・家政学のための	山田都一著	コロナ社	jpn	BN08197141		1965		NDC6:410.7
川越城 : 失われた遺構を探る	川越市立博物館編	川越市立博物館	jpn	BN08200960		1992.3	展覧会カタログ	NDC8:213.4
藝術民俗學研究	竹内勝太郎著	福村書店	jpn	BN08252068		1949.6		NDC8:701.3
ドイツ検事制度の比較法的研究 : その非当事者性と公益代表者性	田和俊輔著	勁草書房	jpn	BN08259180		1992.10	文献:巻末pxviii-xxii	NDC8:327.934
日本国民史	齊藤斐章著	賢文館	jpn	BN08266120		1933-1934		
高屏風くだ物かたり	菱川師宣画	佐々木文具店華月文庫	jpn	BN08269413		1915.1	萬治3年版の覆刻	NDC8:913.57
民法	平野義太郎述	東京プリント刊行會	jpn	BN08273261				
吉宗時代	徳富猪一郎著	民友社	jpn	BN08276554	上製版	1926		
欲望のオブジェ : デザインと社会1750-1980	アドリアン・フォーティ著 ; 高島平吾訳	鹿島出版会	jpn	BN08279847		1992.11	参考文献: p315-320	NDC9:501.83
中学生のための数学2パソコン学習法	涌井良幸,涌井貞美著	誠文堂新光社	jpn	BN08280201		1987.12		
愛と死の森	斯波四郎著	雪華社	jpn	BN08283695		1960		NDC6:913.6
債権各則	小川善吉, 井口牧郎, 鈴木潔共編	帝国判例法規出版社	jpn	BN08286988		1961		
大岡信		思潮社	jpn	BN08290635		1992.8	大岡信の肖像あり	NDC8:911.52
東京名所鑑 : 上・中・下	[相澤朮著]	龍溪書舎	jpn	BN08321047	復刻版	1992.7	東崖堂明治25年刊の複製	NDC8:291.36
明治維新と現代日本	渡邊幾治郎著	東洋書館	jpn	BN08338593		1941.3		
衣生活と民具	日本民具学会編	雄山閣出版	jpn	BN08342240		1992.10	付: 参考文献	NDC8:383.1
バートランド・ラッセルと論理学	沢田允茂著	日本バートランド・ラッセル協会	jpn	BN08345533		1966		
畜産農家の経営改善上の問題点および要望事項に関する調査 : 昭和34年度畜産技術経営診断指導事業の診断結果と改善対策区分の集計		全国農業会議所	jpn	BN08348826		1961.3		
女と男の地平を拓 (ひら) く	東京都生活文化局婦人青少年部婦人計画課編	東京都生活文化局婦人青少年部婦人計画課	jpn	BN08355967		1992.3	会期・会場:平成3年11月20日 東京都庁第一本庁舎. 主催:東京都	NDC8:367.2
讚美歌并樂譜		新教出版社	jpn	BN08407572	覆刻版	1991.12	美国派遣宣教使事務局明治15年刊の複製  付(別冊 86p):覆刻『讚美歌并楽譜』解説 神戸女学院大学覆刻『讚美歌并楽譜』研究会著  箱入(24cm)	NDC8:196.5
弁護士業務ハンドブック	日本弁護士連合会調査室編	日本弁護士連合会	jpn	BN08414512	6訂版	1991.3		NDC8:327.14
アフリカの食糧・農業問題と日本 : 第5回世界食糧デーシンポジウム		国際食糧農業協会	jpn	BN08417805		1986.1		NDC8:611.3
かなつき日ソ会話	八杉貞利著	第一出版	jpn	BN08497247		1958.3	書名は奥付けによる。	NDC8:887.8
代謝異常性脱水理論と、幻の疾患疫痢、消化不良性中毒症の仮説的発現機転	曽我部仁志著	[曽我部仁志]	jpn	BN0853821X		1991.3	各章末:文献	
現代革命の世界	小山弘健,佐藤浩一著	有信堂	jpn	BN08559286		1971	付録(p.247-256):世界革命・思想・年表,現代革命文献解説	NDC6:363.5
神中整形外科学	神中正一著	南山堂	jpn	BN08566226		1940.1		NDC6:494.7
動力車乗務員運動史	『動力車乗務員運動史』編纂委員会編	国鉄動力車労働組合全国乗務員分科会	jpn	BN08569519		1984.6	乗務員分科会・運動史年表:p775〜836	NDC8:366.628
柳生新陰流剣術	日本武道館制作・著作	エルコム (発売)	jpn	BN08570074		[19--]		NDC8:789.3
創作代表選集	日本文芸家協会編	大日本雄辯會講談社	jpn	BN08573367		1948-1960	第1巻:昭和22年度版. 第2巻-第3巻:昭和23年度版. 第4巻:昭和24年前期. 第5巻:昭和24年後期. 第6巻:昭和25年前期. 第7巻:昭和25年後期. 第8巻:昭和26年前期. 第9巻:昭和26年後期. 第10巻:昭和27年前期. 第11巻:昭和27年後期. 第12巻:昭和28年前期. 第13巻:昭和28年後期.  第14巻:昭和29年前期. 第15巻:昭和29年後期. 第16巻:昭和30年前期. 第17巻:昭和30年後期. 第18巻:昭和31年前期. 第19巻:昭和31年後期. 第20巻:昭和32年前期. 第21巻:昭和32年後期. 第22巻:昭和33年前期. 第23巻:昭和33年後期. 第24巻:昭和34年前期. 第25巻:昭和34年後期.	
生死一元の道		講談社	jpn	BN08580307		1983.10	執筆: 今村嘉雄, 伊保清次	NDC8:789
最新免疫研究法	山村雄一[ほか]著	[厚生省特定疾患免疫異常の発症機序に関する研究班]	jpn	BN0860739X		1978.7-	V以降の班長: 林秀男	NDC8:493.11
人間 : この未知なるもの	アレキシス・カレル著 ; 桜沢如一訳	角川書店	jpn	BN0861433X		1952.9		NDC8:469
「非行少年」と共に-補導委託先の三十年	花輪次郎著	一光社	jpn	BN08628265		1992.12		NDC8:327.85
明治全小説戯曲大觀	高木文編著	聚芳閣	jpn	BN08638699		1925-1926		
錢屋五兵衛父子	中村吉蔵著	春秋社	jpn	BN08642346		1925	付:上演及著作年表	NDC8:912.6
奥の細道詳講 : 全	岩田九郎著	至文堂	jpn	BN08645639	増訂再版	1938		
弥生土器 : 沖縄考古学会資料集	合同研究会実行委員会編	合同研究会実行委員会	jpn	BN08659892		1992.11	合同研究会期:1992年11月14-15日 場所:鹿児島県立歴史資料センター黎明館	
オルシニア国物語	アーシュラ・K.ル・グィン著 ; 峰岸久訳	早川書房	jpn	BN08666832		1988.3		NDC8:933
漂泊の詩人芭蕉展 : 遺墨でたどるその詩と人生	俳文学会編	日本経済新聞社	jpn	BN08670680		1981	芭蕉略年譜:p52-55	NDC8:911.32
古今評論集	T.S.エリオット[著] ; 大竹勝譯	荒地出版社	jpn	BN08673973		1958.5		
坂口甲太遺句集		踏青会	jpn	BN08680913		1968	限定版	NDC6:911.36
越中万葉歌碑めぐり	高岡市万葉歴史館編	桂書房	jpn	BN08701092		1992.3		NDC8:911.12
すごい島	吉田カツ作	ほるぷ出版	jpn	BN08707678		1991.3		
たばこと私		日本専売公社広報課	jpn	BN08711325		1980.6	編集:国連社	
支那近世政治思潮	黄宗義 [ほか] 著 ; 松井等譯	興亡史論刊行會	jpn	BN08721759		1919.12		NDC8:311.222
物理学概説	多田政忠編 ; 吉川泰三[ほか]著	学術図書出版社	jpn	BN08728871	改訂版第2版	1957.3		NDC8:420
瀬戸内海地域の交通の展望と課題 : 瀬戸内海地域を育て守るための課題	中国地方経済連合会瀬戸内海利用開発会議交通分科会[編]	中国地方経済連合会	jpn	BN08735811		1972.7		NDC7:682.179
智能測定法	植松七九郎,宮城音彌共著	日本医書出版	jpn	BN08742952		1944		NDC6:141.17
山草事典 : 400種の解説と栽培法		月刊さつき研究社 : 栃の葉書房(発売)	jpn	BN08804991		1980		NDC8:627
国家公務員等共済組合事業統計年報	大蔵省主計局編	国家公務員等共済組合連合会	jpn	BN08811931		1985.2-		NDC8:317.35
専門経営者	L.A.アレン著 ; 小山八郎訳	ダイヤモンド社	jpn	BN0886665X		1968.1		NDC6:335.9
光學的方法による古美術品の研究	東京國立文化財研究所光學研究班著	吉川弘文館	jpn	BN08877292		1955.3	総合研究報告 No.26	NDC6:709
ディスプレイ	小林駿介, 遠山嘉一編	丸善	jpn	BN08887525		1993.3	共著:内池平樹ほか	NDC8:549.9
尾州 : 句集	伊藤敬子著	東京美術	jpn	BN08891373		1981.8	著者の肖像あり	NDC8:911.368
太田水穂	太田青丘著	桜楓社出版	jpn	BN08894666		1961	付:参考文献280-284p	NDC6:911.162
地球環境政治 : 地球環境問題の国際政治学	ガレス・ポーター, ジャネット・W・ブラウン著 ; 信夫隆司訳	国際書院	jpn	BN08897959		1993.3	文献・年表: p295-304	NDC8:519.1
男たちのブルース	生島治郎著	中央公論社	jpn	BN08925078		1975		NDC6:913.6
京・近江の名作 : 障壁画の宝庫 : 特別展覧会	京都国立博物館編集	京都新聞社	jpn	BN08939130		1979.4	展覧会カタログ	NDC9:724.19
新井白石の世界地理研究	鮎澤信太郎著	京成社出版部	jpn	BN0894277X		1943.7		NDC6:290.1
年中行事と郷土芸能 : 旅の事典		日本交通公社	jpn	BN08949564		1969		NDC6:385.8
蔵書目録	厚生年金基金連合会図書資料室編	厚生年金基金連合会図書資料室	jpn	BN08956504		1987.3-	追録2,平成5年3月の編集・発行: 厚生年金基金連合会規格事業部企画課図書資料室	NDC8:029.4
Functional-analytic study of generalized functions		京都大学数理解析研究所	jpnengfre	BN08959998		1989.10	「超函数論の函数解析的研究」研究集会報告集(1987年7月6日-7月8日) 研究代表者:小松彦三郎	
斎宮編年史料集	斎宮歴史博物館編	斎宮歴史博物館	jpn	BN08960352		1991.3-1995.3		NDC8:210.3
林業経営に関する担い手層の意向調査		農林水産省統計情報部	jpn	BN08963645		1993.3		NDC8:611.7
しのぶ草 : 亡き妻を偲ぶうた	越智二良著	松山子規会	jpn	BN08966938		1992.8	著者の肖像あり	NDC8:911.168
ヒグマ : 北海道の自然	門崎允昭,犬飼哲夫著	北海道新聞社	jpn	BN08970786	新版	1993.3		NDC8:489.57
金剛峯寺遺跡発掘調査概報 : 紀陽銀行高野山支店新築工事に伴う発掘調査	和歌山県文化財センター編	和歌山県文化財センター	jpn	BN09001223		1991.3		NDC8:210.2
新撰万葉集と研究	久曽神昇編著	未刊国文資料刊行会	jpn	BN09004516		1958		NDC8:911.12
ガイノイド	空山基 [画]	トレヴィル	jpn	BN09011657		1993.1	書名は奥付による, 標題紙・背の書名: The gynoids	NDC8:726.5
商業組織の特殊研究 : 米の配給組織に関する研究	谷口吉彦著	日本評論社	jpn	BN09032850		1931.11	参考文献: 巻末p1-18	
確率と統計	松原誠著	科学新興社	jpn	BN09160078		1968		
ボストン美術館	ヤン・フォンティン, 呉同編集解説 ; 長谷部楽爾翻訳監修	講談社	jpneng	BN09167190		1978.5	英文併記	NDC6:751.3
生理化学 : 生命現象への化学的アプローチ	植木寛 [ほか] 著	廣川書店	jpn	BN09177423	第4版	1992.2	その他の著者: 原田正敏, 廣瀬聖雄, 堀誠, 森脇千秋	NDC8:491.4
食品学 : 総論・各論	菅原竜幸編著 ; 福沢美喜男〔ほか〕共著	建帛社	jpn	BN09181271		1989.5		NDC8:498.51
歩いて歩いて関東へ : 近江日野商人中山道踏破 日野〜お江戸日本橋完歩 記念写真集		日野町教育委員会	jpn	BN09187857		1992.12	共同刊行:天びん棒の会	NDC8:291.5
能具大観	山口蓼州著	芸艸堂	jpn	BN09191504		1924.12	和装本, 帙入	NDC7:773.6
工業所有権法	豊崎光衛著	有斐閣	jpn	BN09194998		1960.10	出版年:はしがきによる	NDC8:507.2
上水道工学	遠藤士朗監修 ; 川北和徳 [ほか] 共著	森北出版	jpn	BN09218269	第2版	1993.5	共著者:上野英世, 松田奉康, 船井洋文	NDC8:518.1
釋迦と基督の優劣論	小野清秀著	中央出版社	jpn	BN09225209		1931.6		
研究叢書	青山学院大学総合研究所法学研究センター [編]	青山学院大学総合研究所法学研究センター	jpn	BN09239462				
愛のような話	金井美恵子著	中央公論社	jpn	BN09246402		1984.6		NDC8:913.6
鉄道と自然との闘ひ	岡田信次著	春秋社松柏館	jpn	BN09249896		1943		
土保山古墳発掘調査概報	陳顕明著	高槻市教育委員会	jpn	BN09250250		1960	折り込図2枚	
ネコの事典	犬養智子著	ごま書房	jpn	BN09256836		1976.9	参考文献: 巻末 [2] p	NDC6:645.6
新修京極為兼	土岐善麿著	角川書店	jpn	BN09263977		1968.6	為兼略年譜:p283-288 参考文献:289-294p	NDC6:911.142
シンポジウム縄文時代集落の変遷	日本考古学協会, 日本考古学協会山梨大会実行委員会編	日本考古学協会	jpn	BN09270917		1984	会期:昭和59年11月10,11日 会場:山梨学院大学	NDC8:210.2
熱帯魚の飼い方と水草の育て方小百科	武藤勝史監修	日本文芸社	jpn	BN09301329		1989.11		NDC8:666.9
海上保險灋	秋野沆著	博文館	jpn	BN0930494X		1908.6		NDC8:325.56
發生爐ガス及水性ガス	香坂要三郎著	産業図書	jpn	BN09308441		1942.1		
浦賀奉行所史料	横須賀史学研究会編	たたら書房	jpn	BN09318875			出版者変更: たたら書房→横須賀市図書館→横須賀史学研究会	
猟人日記	戸川昌子著	講談社	jpn	BN09322522		1966.3		NDC6:913.6
ウィロビー・チェースのおおかみ	ジョーン・エイケン作 ; 大橋善恵訳	冨山房	jpn	BN09325815		1975.6		
原價計算提要	田島四郎著	同文館	jpn	BN09332956		1950.5		NDC8:336.85
実河川での計測に基づく乱流構造に及ぼす粗度形態の影響に関する研究	研究代表者 辻本哲郎	[辻本哲郎]	jpn	BN0944622X		1993	課題番号:03650418	
安田善次郎伝	矢野竜渓著	中央公論社	jpn	BN09477529		1979.7	安田善次郎の肖像あり	NDC6:289.1
現代の組織論	藻谷小一郎著	青木書店	jpn	BN09498722		1962.12		NDC6:363
飛騨山川	岡村利平編纂	大衆書房	jpn	BN0952234X		1986.11	明治44年住伊書店発行の複製	NDC6:291.53
奥飛騨繁昌記	大森清男著	大衆書房	jpn	BN09529134	改訂版	1986.6		NDC8:913.6
長野県産業組合沿革誌		共栄社	jpn	BN09536275		1927.6	監修:長野県庁内産業組合中央會長野支會	NDC8:335.6
顧客満足の商品革新 : ユーザーの“心の奥を覗く”新アプローチ	秋庭雅夫著	日本能率協会マネジメントセンター	jpn	BN09539568		1993.6		NDC8:675.3
凍原に吼える	戸川幸夫著	文芸春秋	jpn	BN09543215		1970		NDC6:913.6
茶室	千宗守解説	東方書院	jpn	BN09550356		1933.9		
外交戦略 : 日本は新国際 (マルチ) 秩序造りにどう挑むか	松本好隆著	勁草書房	jpn	BN09567701		1993.7		NDC8:319.1
現代の教育学	吉田熊次著	自由書院	jpn	BN09574842	第三版	1949.9		
日本経済の自立と発展	後藤誉之助[著]	全国地方銀行協会	jpn	BN09581983		1954.9		NDC6:333
名誉と過失	ルイス・ナイザー著 ; 濱田邦夫, 山崎行造訳	弘文堂	jpn	BN09608547		1965.4		
近代日本婦人文藝女流作家群像	生田花世著	行人社	jpn	BN09622628		1929.11		NDC7:910.26
神戸開港五十年誌	神戸青年會臨時編纂	神戸青年會編纂所	jpn	BN09629740		1921.12		NDC6:210.6
児童心理		金子書房	jpn	BN09643821				
口腔保健における最近の進歩 : WHOの現状分析と展望	[WHO編] ; 高添一郎訳	口腔保健協会, 1993.7	jpn	BN09705860				NDC7:497.9
うたのある風景	大岡信著	日本経済新聞社	jpn	BN09712800		1986.9		NDC8:914.6
林産物流通	林業金融調査会編	全国森林組合連合会 : 林業金融調査会	jpn	BN0977466X		1959		
暮しのなかの外国語	常用外来語研究会著	普通社	jpn	BN09778161		1962	カタカナ外国語字典より再改題、改訂	NDC6:813.7
道の國日本	深作安文著	東洋圖書	jpn	BN09785101		1939.2		NDC8:154
隅田川		林正浩	jpn	BN09788595		1985.10	帙入り	NDC8:912.3
歴史体験の共有と博物館		放送大学教育振興会	jpn	BN09792242		[19--]		NDC7:069
旋盤作業 : 技能と訓練	為谷誠八著	日刊工業新聞社	jpn	BN09795535		1966		NDC6:532.1
瀬戸内海地域における完新世海水準変動と地形変化	[藤原健蔵研究代表者]	藤原健蔵	jpn	BN09798828		1986	昭和58・59・60年度科学研究費補助金(一般研究A 58420052)研究成果報告書	
三万年の死の教え : チベット『死者の書』の世界	中沢新一著	角川書店	jpn	BN09840028		1993.9		NDC8:180.9
モノの値段がズバリ!わかる本 : 一度は聞いてみたかった「ヘンな料金」 : 例えばハゲ頭、全部植毛するとハウマッチ?!	素朴な疑問探究会編	青春出版社	jpn	BN09847140		1991.12		NDC8:049
三十年記念誌	同志社香里30周年記念事業委員会編	同志社香里中学校・高等学校	jpn	BN0985078X		1981		
産業社會之進化	笠井保著	世界堂書店	jpn	BN09854281		1914.11	付: 參考書	
分析化學	太秦康光著	工業図書	jpn	BN09857574	第8版	1941.5		
やまぢこえて : 浜田光雄追憶集	浜田義雄[編]	浜田義雄	jpn	BN09861221		1976.6		
ホーソーン研究	周藤康生著	大阪教育図書	jpn	BN09864514		1993. 9	参考文献: p217-229	NDC8:930.28
人格的生活の原則	大川周明著	東京寳文館	jpn	BN09867807		1926.5		
憑依の精神病理 : 現代における憑依の臨床	大宮司信著	星和書店	jpn	BN09874948		1993.9	文献: p208-223	NDC8:493.71
象形寓意図の書 ; 賢者の術概要 ; 望みの望み	ニコラ・フラメル著 ; 有田忠郎訳	白水社	jpn	BN09902067		1993.10	奥付の書名: 象形寓意図の書/賢者の術概要	NDC8:430.2
線描のシンフォニー : 三岸好太郎の「オーケストラ」	北海道立三岸好太郎美術館編集	北海道立三岸好太郎美術館	jpn	BN09919412		1993.10	展覧会カタログ	
現代日本の金融 : その機能とメカニズム	池内得二著	金融財政事情研究会	jpn	BN09923260		1966.12		NDC6:338.21
少年倶楽部名作全集		講談社	jpn	BN09926553	愛蔵復刻版			
福祉と施設の模索	和田博夫著	梟社	jpn	BN09929846		1993.9		NDC8:369.27
浮舟寺	田辺聖子著	毎日新聞社	jpn	BN09936987		1971	内容:浮舟寺,さくらんぼ,書き屋一代,虚説・気晴亭,出ばやし一代,中年,雪のめぐりあい	NDC6:913.6
気質による人の扱い方	大阪府立産業能率研究所[編]	大阪府立産業能率研究所	jpn	BN09940634		1961		NDC8:336.4
神奈川縣史概説	石野瑛著	湘風会	jpn	BN1005018X		1941.10	配給元: 日本出版配給	NDC8:213.7
刑法総論	斉藤誠二編	法学書院	jpn	BN10067207	全訂版	1993.10		NDC8:326.1
医療保険事業に関する行政監察結果に基づく勧告 : 政管健保、船員保険を中心として		総務庁	jpn	BN10071055		1993.10		
デザインの基礎	大智浩著	東都書房	jpn	BN10074348		1967		NDC6:757.2
CDで学ぶ実践診療英会話[録音ディスク]	高階経和著	南江堂	jpn	BN10081489		1993.9	付属資料:テキスト1冊(104p)	NDC8:490.7
中小会社のための節税決算のテクニック	樋口幸一著	中央経済社	jpn	BN10088400		1982.3		NDC8:336.98
映画・この百年 : 地方からの視点	熊本大学学生部編	熊本大学学生部	jpn	BN10095541		1993.8		
釋迦一代記	江部鴨村著	中央出版社	jpn	BN10098834		1925.10	附録 佛教から觀たる人生(南條文雄述): p209-280	
成吉思汗ハ源義經也	小谷部全一郎著	冨山房	jpn	BN10129246		1924.11		NDC8:289.2
註解書式全書 : 仮差押・仮処方編 解説と手続	山田光郎著	酒井書店	jpn	BN10133094	7訂版	1978.3	監修:兼子一	NDC6:327.34
生活指導編	岩井竜也[ほか]執筆	明治図書出版	jpn	BN10140034		1959.5		NDC8:375.19
歌麿	楢崎宗重編	至文堂	jpn	BN10143327		1977		
OECD加盟諸国から見た対イラク貿易		日本貿易振興会	jpn	BN10150468		1987-		
商店街の情報化戦略 : 商店街カード事業のすすめ方	田中道雄 [ほか] 著	中央経済社	jpn	BN10157580		1993.11		NDC8:672.9
長崎華商泰益號關係商業書簡資料集	朱徳蘭編	九州国際大学国際商学部	jpn	BN10164520		1993	日本出土 1-日本出土 4: 神戸地區商號 1890-1959年	
都市鉄軌道の整備のあり方について		地方公営企業の新展開等に関する研究会	jpn	BN10167813		1993.12		
埼玉県地名誌 : 名義の研究	韮塚一三郎著	北辰図書	jpn	BN10174954	改訂新版	1977.5	付:参考文献	NDC6:291.34
キリシタン研究	松田毅一著	創元社	jpn	BN10205366		1953		NDC9:198.221
孟子新釋	内野台嶺著	弘道館	jpn	BN10208659		1929.3		NDC8:123.84
アメリカの資源エネルギー政策と危機の実態	森永和彦著	教育社	jpn	BN10212306		1979.2		NDC6:501.6
方程式の指導	古賀昇一編	金子書房	jpn	BN10229852		1960.11	戸田清・和田義信監修	NDC6:375.413
一ふさのぶどう	有島武郎著	偕成社	jpn	BN10240640		1977.3		
絵巻物	秋山光和著	小学館	jpn	BN10243933		1975		NDC6:708
すぐに役立つ会社設立・変更・解散のすべて	室井優著	日東書院	jpn	BN10312912		1985.2		NDC8:325.2
釧路湿原	「釧路湿原」総合調査団著	釧路市	jpn	BN10385213		1977.7		NDC8:081.7
桜の樹の下で	渡辺淳一著	朝日新聞社	jpn	BN10395647		1993.7		NDC8:913.6
妖精の女王	エドマンド・スペンサー著 ; 和田勇一, 福田昇八訳	筑摩書房	jpn	BN10426059		1994.1	エドマンド・スペンサーの肖像あり	NDC8:931
オバケのQ太郎		小学館	jpn	BN1043661X		1981.8-	著者の肖像あり	NDC8:726.1
青森県労働経済の動向	青森県商工労働部労政課編	青森県商工労働部労政課	jpn	BN10447252		1976-	刊行年は昭和51年度(遡及データ)による	
保健婦助産婦看護婦令解説 : 新旧対照 . 保健婦助産婦看護婦と法律	松下廉蔵著 . 曽根田郁夫著	大空社	jpn	BN10457686		1993.12	「保健婦助産婦看護婦令解説」(昭和23年一洋社発行)の複製	
三民主義	[孫文著] ; 田中乾郎編輯	龍文書局	chijpn	BN10461333		1946.6	孫中山の肖像あり	NDC8:311.22
最新京都夕食情報 : 京おんなが選んだ晩ごはんのおいしい料理店70軒	京都新聞社編	京都新聞社	jpn	BN10464626		1993.4		NDC8:673.9
美の源流を尋ねて	田路周一著	博宝館	jpn	BN10467919		1965.9		NDC6:702
いわての野菜	村上三郎編著	[出版者不明]	jpn	BN10502179		1973.11		NDC6:626
井戸・滝・池泉	上原敬二著	加島書店	jpn	BN1050579X		1958.12		NDC6:629
畜産総合対策 : 要綱・要領・運用通達	創造書房編	創造書房	jpn	BN10516231	改訂版	1985.8	編集協力:農林水産省畜産局畜産振興推進室	NDC8:641.1
鬼・鬼瓦	INAXギャラリー企画委員会企画	INAX	jpn	BN10529958	第3版	1993.4	監修:小林章男,中村光行	NDC8:751.4
出願系統図 : 特許出願からみた日米欧の技術の特色	特許庁編	発明協会	jpn	BN10530312		1992.9		NDC8:507.23
精選中国現代詩集 : 変貌する黄色の大地	秋吉久紀夫編・訳	土曜美術社出版販売	jpn	BN10533605		1994.3	監修: 小海永二, 伊藤桂一	NDC8:921.7
肥後先哲偉蹟	武藤嚴男編	隆文館	jpn	BN10540746		1911.7	肥後文獻叢書の附巻	NDC8:281.94
ハワイ : ガイド	早坂浄著	保育社	jpn	BN1064707X		1969		NDC6:297.6
広表 (ひろおもて) 窯跡 : 国庫補助中小河川改修事業利根川水系一級河川田川横山工区事業に伴う発掘調査	栃木県文化振興事業団埋蔵文化財センター編集	栃木県教育委員会	jpn	BN1065401X		1993.3	図版は3枚と21pから成る	NDC8:210.2
灰色の栄光	ジョン・エヴァンス著 ; 石田善彦訳	河出書房新社	jpn	BN10675086		1985.1		NDC8:933
古今歌集		短歌新聞社	jpn	BN10678379				
伊勢物語新解	狩野尾義衛, 中田武司共著	白帝社	jpn	BN10682026		1971		NDC6:913.32
實際的教授と學習資料地文學と人文學の研究	山田佐太郎著	岡三書房	jpn	BN10685319		1920	千葉命吉校訂	
気功治療の入門	片野貴夫著	朝文社	jpn	BN10699572		1993.7	奥付の書名(誤植):気功冶療の入門	NDC8:498.3
確率と統計	河田龍夫[著]	ダイヤモンド社	jpn	BN1072319X		1962.9		
学校ダンス	伊沢ヱイ著	金子書房	jpn	BN1073013X		1950	付巻末:参考作品楽譜	
郷土出身者の伝記	全国学校図書館協議会編	全国学校図書館協議会	jpn	BN10747358		1984.6		NDC8:281.031
陸上競技ジャンプトレーニングマニュアル	岡野進著	ベースボール・マガジン社	jpn	BN10751005		1994.5		NDC8:782.4
