title	creator	publisher	language	ncid	edition	publicationDate	note	subject
農家の租税公課に関する統計	農林省総務局調査課 [編]	農林省総務局調査課	jpn	BA5628100X		1948.11	謄写版	
地球温暖化読本 : 京都議定書の批准から地球市民としての取り組みまで	松下和夫著	海象社	jpn	BA56367207		2002.3	参考文献: p66	NDC8:451.35
藤原京と大宝律令 : 大宝律令制定一三〇〇年		橿原市	jpn	BA56374348		2001.11	企画: 奈良県橿原市	
職場の労働法 : 採用から退職まで	高橋保 [ほか] 著	法学書院	jpn	BA56381489	改訂第3版	2002.4	参考文献: p357-359	NDC8:366.14
みんなと学ぶ小学校理科	日高敏隆 [ほか] 著	学校図書	jpn	BA56388400		2002	3年-5年下の検定年月日: 平成13年1月31日文部科学省検定済教科書 小学校理科用	
バンパイヤ	手塚治虫著	秋田書店	jpn	BA56436387		1995.2		NDC8:726.1
雲龍丸実習報告書		福井県立小浜水産高等学校雲龍丸	jpn	BA56464520		[1987]		
最近土工々事	相澤時正著	太陽堂書店	jpn	BA56467813		1930.12		NDC6:513
綜合技術の効果確認方法に関する研究	農業技術協会[編]	農業技術協会	jpn	BA87908378		1956.3-1957.3	Vol.[昭和30年度]: 農林省より「農林漁業試験研究費補助金」の交付を受けて実施した「技術効果確認方法に関する研究」の一部をなす実態調査の結果をとりまとめたもの	
夜船閑話	白隠禅師 [著]	菱澤重兵衛	jpn	BA87939804		1886.12	個別書誌作成(和漢古書)	NDC6:188.84
女子労働条件等実態調査結果報告書		山形県商工労働開発部労政課	jpn	BA87946945		[1994.2]	***記述は遡及データによる	
試験成績		農業技術研究所生理遺伝部生理第6研究室	jpn	BA88074399		[1958]	謄写版	
歯科医院のための個人情報保護法Q&A : 個人情報の取得・利用から管理・開示までの対応		日本歯科医師会個人情報保護事例集作成臨時委員会	jpn	BA88081339		2005.7		
第二段階レンズマン	E.E.スミス著 ; 小隅黎訳	東京創元社	jpn	BA88098885		2002.11		NDC9:933.7
撹拌式濃縮タンクの試行追跡調査	日本住宅公団建築部技術開発管理室編	日本住宅公団建築部技術開発管理室	jpn	BA88143378		1981.6	昭和54年度技術開発研究 共同刊行:日本住宅公団総合試験場 委託先:団地サービス	NDC8:518.24
墨と和紙で奏でる生命の響き	荒井恵子著	ARTBOXインターナショナル	jpn	BA88157430		[2002.4]	出版年はカバージャケットによる	NDC8:721.9
100 materials : 雑貨や100円小物でおしゃれインテリア	whoko著	春日出版	jpn	BA88167864		2008.10		NDC8:750
都市バス事業における費用関数の推定とネットワーク効果の検証	河村真著	中京大学経済研究所	jpn	BA88171511		1990.1	***記述は遡及データによる	
黒潮・親潮	竹上藤七郎著	東洋圖書	jpn	BA88208509		1948.10		
非行少年の世界と周辺 = The world of juvenile delinquency and its surroundings	高木清著	JPS出版局	jpn	BA88229702		2008.11		NDC8:368.7
男はなぜパンツ一丁で郵便局に押し入ったのか : トンデモ裁判傍聴レポート	産経新聞社会部取材班著	小学館	jpn	BA88385264		2008.12		NDC8:327.04
スティーブ・ハーリー	フジヰ画廊編	フジヰ画廊	jpneng	BA8842952X		1987.4	展覧会カタログ	
中流の力 : すべては「立っち」に始まった	坂爪逸子著	青弓社	jpn	BA88454243		2008.11	注: p275-292	NDC8:104
チャーリー式100Q/100A : 「悩み方」を考える超・人生相談	鈴木謙介著	ランダムハウス講談社	jpn	BA88464677		2008.12		NDC8:159
もえるるぶcool Japanオタクニッポンガイド		JTBパブリッシング	jpn	BA88471617		2008.3	特別付録 (15p ; 21cm) : アキバMAP	NDLC:Y94
住まいのすべて	京王帝都電鉄編著	京王帝都電鉄	jpn	BA88502029		1967.7		NDC9:597
漁業・畜産業・食料の未来	谷川彰英監修	小峰書店	jpn	BA88533656		2008.3		NDC8:602.1
人を生かすキリスト教教育	船本弘毅著	創元社	jpn	BA88540797		2008.12		NDC8:197.7
画像診断を学ぼう : 単純X線写真とCTの基本	ウィリアム ヘリング著 ; 菅原俊祐訳	メディカル・サイエンス・インターナショナル	jpn	BA88561990		2008.12	監訳: 江原茂	NDC8:492.43
逆転ペスカトーレ : 長編ミステリー	仙川環著	祥伝社	jpn	BA88678229		2008.12		NDC9:913.6
城郭襖絵「梅に鴉図」の謎 : 古美術常設企画展福岡と雲谷派	福岡市美術館学芸課編	福岡市美術館	jpn	BA88747208		2009.1	展覧会カタログ	
北神戸線関連論文集	阪神高速道路公団 [編]	阪神高速道路公団	jpn	BA8876490X	CD-ROM	2004		NDC9:514.092164
絵で見るマレーシアの発展 : 日馬交流20年間の児童生徒の絵画作品を通じて = Malaysia's development : a visual perspective through the exchange of student's drawings		メイあさかセンター	jpneng	BA88778835		2008.3	英語併記	NDC9:726.7
清流紀談 2巻	竜護山人輯録 ; 虞淵逸士校補	習靜舎	jpn	BA88792916		天保4 [1833]	和漢古書につき記述対象資料毎に書誌作成	
反哲学	鷲田小彌太著	彩流社	jpn	BA88816388		2009.1		NDC8:104
娼婦または夜の祈り	岡上哲夫著	文鳥堂書房	jpn	BA88830469		1963		
山形縣東田川郡營電氣事業概況		山形縣東田川郡役所	jpn	BA88837581		1918	折り込地図1枚	
たのしい虫のかんさつ : 親と子の自然教室	林長閑著	一声社	jpn	BA88847814		1983.6		
中国	キャロリーン・ブランデン, マーク・エルヴィン著 ; 戴國煇, 小島晋治, 阪谷芳直編・訳	朝倉書店	jpn	BA88906560	普及版	2008.11	年表: p8-9	NDC8:222.01
和歌山縣那賀郡田中村々是調査書	和歌山縣那賀郡田中村々是調査所編	和歌山縣那賀郡田中村々是調査所	jpn	BA88913500		1913.7印刷	折込み図1枚	
[西川祐信欠題組物]	西川祐信圖	[出版者不明]	jpn	BA88920641		[17--]	和漢古書につき記述対象資料毎に書誌作成	NDC9:721.8
千葉県八千代市妙見前遺跡b地点発掘調査報告書 : 急傾斜地崩壊対策工事に先行する埋蔵文化財発掘調査	八千代市教育委員会編	千葉県千葉地域整備センター	jpn	BA88923934		2008.3	折り込み図1枚	NDC9:210.0254
納富慎介 : コラージュ・ドロゥイング・アクリル・アクアチント = Shinsuke Notomi : works on paper		Galerie Tokoro	jpn	BA8897536X		[1986]	展覧会カタログ	
ハンドボール	一橋出版株式会社編著作	一橋出版	jpn	BA88989295		[200-]	書名は奥付による	NDC8:783.3
益田親施	田中助一著	明治百年記念益田親施公銅像建設期成会	jpn	BA88999528		1970.4		
アメリカのベトナム人 : 祖国との絆とベトナム政府の政策転換	古屋博子著	明石書店	jpn	BA89037106		2009.2	学位論文「在米ベトナム人とベトナム共産党の政策転換」(東京大学)に加筆修正をしたもの	NDC8:334.453
岡村寛生展 : painting = Okamura Hiroki : painting		Inax	jpn	BA89044247		[1994]	展覧会カタログ	
金沢健一 = Kenichi Kanazawa	佐々木正和編集	ギャラリー天竺	jpn	BA89106286		1991.1	展覧会カタログ	
秋元康にっぽん作詞紀行 : ことばを紡ぐ旅	秋元康講師 ; 日本放送協会, 日本放送出版協会編	日本放送出版協会	jpn	BA89137712		2009.2	付属資料:録音ディスク「自分で詞をつけられる音楽CD」(1枚 12cm)	NDC8:901.1
高齢者に働きやすい職場づくり : 職務再設計の考え方と実際	高年齢者雇用開発協会編	高年齢者雇用開発協会	jpn	BA56605972		2001.3		NDC9:509.8
写真集	神戸大学百年史編集委員会編	神戸大学	jpn	BA56678273		2002.3	神戸大学百年史年表: p164-185	NDC9:377.28
春日神社の石取り祭 : 三重県祭礼行事記録調査報告書	桑名市教育委員会編	桑名市教育委員会	jpn	BA56692354		1998.10		
温泉ができるまで	五味省七著	信毎書籍出版センター	jpn	BA56726059		2001.11	参考文献: p71	NDC8:453.9
攻撃選手のフットワークと切りかえ	丸善株式会社[出版事業部]著作	丸善	jpn	BA56754393		c2001	総監修: 柴田幸男	NDC7:783.6
地図で見る明治・大正・昭和の変遷 : 5万分1資料集		地図協会	jpn	BA56757686		1974.10-	第1集: 旭川, 岡山(南部), 鹿児島(各3枚)	
医薬品・化学物質GLP解説	GLP研究会監修	薬事日報社	jpn	BA56792960		2002.1	旧版の書名: 医薬品GLP解説	
泰西諸大家論説	高橋達郎訳纂	小笠原美治	jpn	BA5681273X		1880.4		
中国知識人の精神構造の展開についての史的研究	中嶋隆蔵(平成5年度)・三浦秀一(平成6・7年度)研究代表	[出版者不明]	jpneng	BA56816231		1996.3	課題番号:05451066	
おおきな魚のヒミツ	四方まこ作	志木市:志木市市制施行30周年記念事業市民実行委員会	jpn	BA56823372		2001.3	共同刊行: 志木市市制施行30周年記念事業市民実行委員会	
Softimage|XSIテキストブック	Anthony Rossano, 有馬真作著	ボーンデジタル	jpn	BA56826665		2001.3		NDC9:778.77
登校拒否児への対応		日本学校保健会	jpn	BA56829958		1981.3		
複式簿記入門	安楽孝雄, 大島正克, 安国一著	創成社	jpn	BA56902785	改訂6刷	1999.3		NDC8:336.91
Stonehenge decoded		日経ナショナルジオグラフィック社 [distributor]	engjpn	BA89151994		c2008	At head of title: National geographic special	
日本の昔話 : 西本鶏介の5分間読み聞かせ絵本	西本鶏介文 ; おぼまこと[ほか]絵	チャイルド本社	jpn	BA89296567		2008.5	その他の絵担当: くすはら順子, 夏目尚吾, 二俣英五郎, 松永禎郎	NDC9:726.6
帝国・国家・ナショナリズム : 世界史を衝き動かすもの	木村雅昭著	ミネルヴァ書房	jpn	BA89348172		2009.3		NDC9:311.3
演習関数論	洲之内治男, 寺田文行, 網屋正信共著	サイエンス社	jpn	BN00027501		1977.9	索引: 巻末	NDC6:413.5
現代日本文学綜覧シリーズ		日外アソシエーツ	jpn	BN00034642				
結婚と健康	松本幸久, 本多洋, 宮原忍著	大修館書店	jpn	BN00037935		1973.11	参考文献: p380-383	NDC6:498.08
人類史の原風土	上野登著	大明堂	jpn	BN00103621		1985.7-1992.3	続:参考文献: p244〜248	NDC8:209.3
天つ神の世界	中西進著	角川書店	jpn	BN00186356		1985.11		NDC8:913.2
世界史の女	中日新聞社編	講談社	jpn	BN00193497				
書物関係雑誌細目集覧	書誌研究懇話会編	日本古書通信社	jpn	BN0023446X		1974-1976		
弁証法的批評の冒険 : マルクス主義と形式	フレドリック・ジェイムスン著 ; 荒川幾男, 今村仁司, 飯田年穂訳	晶文社	jpn	BN00248395		1980.10	参考文献: pviii-xii	NDC8:902.4
個人主義の運命 : 近代小説と社会学	作田啓一著	岩波書店	jpn	BN00252042		1981.10		NDC8:902.3
芭蕉の俳諧 : 成立と展望	暉峻康隆著	中央公論社	jpn	BN00258628		1981.8		NDC8:911.32
晩清小説史	阿英著 ; 飯塚朗, 中野美代子訳	平凡社	jpn	BN00262476		1979.2	訳注: p[287]-378	NDC6:923.6
わかる材料力学演習	竹内洋一郎,柳沢猛共著	日新出版	jpn	BN00279821	改訂版	1974.6		NDC6:501.32
小説	テーオドーア・シュトルム著 ; 柴田斎訳	村松書館	jpn	BN00286962		1984.9-	解題: 柴田斎	NDC8:948
年鑑日本のイラストレーション		講談社	jpn	BN0031058X			編集:第一出版センター	NDC8:726.5
芸術と技術	L.マンフォード著 ; 生田勉, 山下泉訳	岩波書店	jpn	BN00314081	改版	1985.4		NDC8:701
葡萄と稲 : ギリシア悲劇と能の文化史	小苅米晛著	白水社	jpn	BN00317374		1977.10		NDC6:772.32
科学の哲学	柳瀬睦男著	岩波書店	jpn	BN00321021		1984.3		NDC8:401
島津氏の研究	福島金治編 ; [五味文彦ほか執筆]	吉川弘文館	jpn	BN00324314		1983.11	文献一覧: p462-478	NDC8:210.47
青雲の志と挫折	林英夫編	文一総合出版	jpn	BN00331455		1977.11	参考文献: 各章末	NDC8:210.1
図録東西文化交流史跡	斎藤忠著	吉川弘文館	jpn	BN00348800		1978.7	おもに図	NDC8:220.02
血液循環の発見 : ウィリアム・ハーヴィの生涯	中村禎里著	岩波書店	jpn	BN00355941		1977.2		NDC6:491.324
性欲論 ; 症例研究	[フロイト著] ; 懸田克躬, 高橋義孝他訳	人文書院	jpn	BN00400434		1969.5	フロイトの肖像あり	NDC7:145.9
星亨とその時代	野沢鶏一編著 ; 川崎勝, 広瀬順晧校注	平凡社	jpn	BN00410868		1984.9-1984.10	星亨の肖像あり	NDC8:289.1
半導体工学 : 半導体物性の基礎	高橋清著	森北出版	jpn	BN00469088		1975.8		NDC6:549
哲学論文集	岩崎武雄著	新地書房	jpn	BN00483169		1982.6-1982.7		NDC8:108
住居論	吉阪隆正 [ほか] 著	彰国社	jpn	BN0048678X		1970.4		NDC6:520.8
奈良帝室博物館書蹟一覧	奈良帝室博物館編	奈良帝室博物館	jpn	BA5704079X	4版	1921	初版:明治44年11月刊	NDC6:728
ムーラン・ルージュ	バズ・ラーマン監督・脚本・製作 ; マーティン・ブラウン, フレッド・バロン製作 ; グレイク・ピアーズ脚本	20世紀フォックスホームエンターテイメントジャパン (発売)	engjpn	BA57109422	プレミアム エディション	[2002]	2001年アメリカ映画	
東京空襲犠牲者を追悼し平和を祈念する碑		[東京都]	jpn	BA5718207X		2001.3	付: 東京空襲犠牲者を追悼し平和を祈念する碑建設募金協力者名簿	
腎臓病の治療と食事療法 : 組み合わせ自由な新レシピ付き	篠田俊雄, 小山律子著	日東書院	jpn	BA57275217		2002.6		NDC8:494.93
ウルトラマン対仮面ライダー	池田憲章, 高橋信之編著	文藝春秋	jpn	BA57289470		2001.1		NDC9:778.8
「水」のふしぎ : ぬれる・かわく	ジャック・チャロナー著 ; 佐々木勝浩日本語版監修 ; 今西大訳	鈴木出版	jpn	BA57296410		1999.4	索引あり	
ひろさちやの古寺巡礼	ひろさちや著	小学館	jpn	BA5730924X		2002.6		NDC8:185.91
新編薬用植物学	小泉秀夫著	大洋社	jpn	BA57337256	2訂5版	1941	謄写版	NDC6:499
資源調査制度に関する資料		[日本銀行調査局]	jpn	BA57344397		[19--]	資源審議会関係の答申等の資料を日本銀行調査局が綴ったもの	
虚弱高齢者の運動機能性及び自律神経活動を高める下肢受動運動機器の開発	研究代表者 杉下知子	[東京大学大学院医学系研究科]	jpneng	BA57406235		2002.3	研究分担者: 山本則子, 熊田衛	
広島県内の研究開発型企業実態調査結果	広島県商工労働部ほか[編]	広島県商工労働部	jpn	BA57409528		1984.11		NDC8:335.2176
情報革新と産業ニューウェーブ	溝田誠吾編著	専修大学出版局	jpn	BA57413376		2002.6		NDC8:602.53
呼吸器疾患	工藤翔二, 中田紘一郎, 永井厚志編	日本医事新報社	jpn	BA57437862	第2版	2002.6		NDC8:493.3
